travelCode,userCode,from,to,flightType,price,time,distance,agency,date
13159,129,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,02/05/2021
13160,129,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,02/11/2021
13160,129,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,02/12/2021
13161,129,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,02/18/2021
13161,129,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,02/20/2021
13162,129,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,02/25/2021
13162,129,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,02/26/2021
13163,129,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,03/04/2021
13163,129,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,03/05/2021
13164,129,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,03/11/2021
13164,129,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,03/13/2021
13165,129,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,03/18/2021
13165,129,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,03/22/2021
13166,129,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,03/25/2021
13166,129,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,03/27/2021
13167,129,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,04/01/2021
13167,129,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,04/05/2021
13168,129,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,04/08/2021
13168,129,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,04/10/2021
13169,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,04/15/2021
13169,129,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,04/19/2021
13170,129,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,04/22/2021
13170,129,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,04/24/2021
13171,129,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,04/29/2021
13171,129,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,05/01/2021
13172,129,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,05/06/2021
13172,129,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,05/09/2021
13173,129,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,05/13/2021
13173,129,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,05/15/2021
13174,129,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,05/20/2021
13174,129,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,05/21/2021
13175,129,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,05/27/2021
13175,129,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,05/31/2021
13176,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,06/03/2021
13176,129,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,06/07/2021
13177,129,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,06/10/2021
13177,129,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,06/14/2021
13178,129,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,06/17/2021
13178,129,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,06/18/2021
13179,129,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,06/24/2021
13179,129,Salvador (BH),Aracaju (SE),premium,1209.04,2.16,830.86,CloudFy,06/28/2021
13180,129,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,07/01/2021
13180,129,Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,2.3,885.57,CloudFy,07/04/2021
13181,129,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,07/08/2021
13181,129,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,07/09/2021
13182,129,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,07/15/2021
13182,129,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,07/19/2021
13183,129,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,07/22/2021
13183,129,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,07/24/2021
13184,129,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,07/29/2021
13184,129,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,07/30/2021
13185,129,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,08/05/2021
13185,129,Rio de Janeiro (RJ),Recife (PE),premium,1333.52,2.3,885.57,CloudFy,08/08/2021
13186,129,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,08/12/2021
13186,129,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,08/16/2021
13187,129,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,08/19/2021
13187,129,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,08/23/2021
13188,129,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,08/26/2021
13188,129,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,08/27/2021
13189,129,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,09/02/2021
13189,129,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,09/03/2021
13190,129,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,09/09/2021
13190,129,Salvador (BH),Brasilia (DF),firstClass,1032.4,1.76,676.56,CloudFy,09/13/2021
13191,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,09/16/2021
13191,129,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,09/18/2021
13192,129,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,09/23/2021
13192,129,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,09/25/2021
13193,129,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,09/30/2021
13193,129,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,10/02/2021
13194,129,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,10/07/2021
13194,129,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,10/09/2021
13195,129,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,10/14/2021
13195,129,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,10/17/2021
13196,129,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,10/21/2021
13196,129,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,10/24/2021
13197,129,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,10/28/2021
13197,129,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,10/31/2021
13198,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,11/04/2021
13198,129,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,11/06/2021
13199,129,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,11/11/2021
13199,129,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,11/14/2021
13200,129,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,11/18/2021
13200,129,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,11/20/2021
13201,129,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,11/25/2021
13201,129,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,11/26/2021
13202,129,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,12/02/2021
13202,129,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,12/03/2021
13203,129,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,12/09/2021
13203,129,Salvador (BH),Aracaju (SE),premium,1209.04,2.16,830.86,CloudFy,12/13/2021
13204,129,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,12/16/2021
13204,129,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,12/18/2021
13205,129,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,12/23/2021
13205,129,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,12/27/2021
13206,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,12/30/2021
13206,129,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,1.55,597.61,Rainbow,12/31/2021
13207,129,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,01/06/2022
13207,129,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,01/08/2022
13208,129,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,01/13/2022
13208,129,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,01/17/2022
13209,129,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,01/20/2022
13209,129,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,01/24/2022
13210,129,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,01/27/2022
13210,129,Salvador (BH),Aracaju (SE),economic,811.73,2.16,830.86,CloudFy,01/29/2022
13211,129,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,02/03/2022
13211,129,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,02/06/2022
13212,129,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,02/10/2022
13212,129,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,02/12/2022
13213,129,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,02/17/2022
13213,129,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,02/18/2022
13214,129,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,02/24/2022
13214,129,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,02/26/2022
13215,129,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,03/03/2022
13215,129,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,03/07/2022
13216,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,03/10/2022
13216,129,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,03/14/2022
13217,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,03/17/2022
13217,129,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,03/20/2022
13218,129,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,03/24/2022
13218,129,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,03/26/2022
13219,129,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,03/31/2022
13219,129,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,04/01/2022
13220,129,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,04/07/2022
13220,129,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,04/11/2022
13221,129,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,04/14/2022
13221,129,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,04/16/2022
13222,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,04/21/2022
13222,129,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,04/22/2022
13223,129,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,04/28/2022
13223,129,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,05/01/2022
13224,129,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,05/05/2022
13224,129,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,05/08/2022
13225,129,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,05/12/2022
13225,129,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,05/15/2022
13226,129,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,05/19/2022
13226,129,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,05/20/2022
13227,129,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,05/26/2022
13227,129,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,05/29/2022
13228,129,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,06/02/2022
13228,129,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,06/05/2022
13229,129,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,06/09/2022
13229,129,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,06/13/2022
13230,129,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,06/16/2022
13230,129,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,06/18/2022
13231,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,06/23/2022
13231,129,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,06/27/2022
13232,129,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,06/30/2022
13232,129,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,07/02/2022
13233,129,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,07/07/2022
13233,129,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,07/08/2022
13234,129,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,07/14/2022
13234,129,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,07/18/2022
13235,129,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,07/21/2022
13235,129,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,07/25/2022
13236,129,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,07/28/2022
13236,129,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,07/29/2022
13237,129,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,08/04/2022
13237,129,Rio de Janeiro (RJ),Recife (PE),economic,932.59,2.3,885.57,Rainbow,08/06/2022
13238,129,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,08/11/2022
13238,129,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,08/13/2022
13239,129,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,08/18/2022
13239,129,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,08/19/2022
13240,129,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,08/25/2022
13240,129,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,08/26/2022
13241,129,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,09/01/2022
13241,129,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,09/05/2022
13242,129,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,09/08/2022
13242,129,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,09/11/2022
13243,129,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,09/15/2022
13243,129,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,09/19/2022
13244,129,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,09/22/2022
13244,129,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,09/24/2022
13245,129,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,09/29/2022
13245,129,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,10/02/2022
13246,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,10/06/2022
13246,129,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,1.55,597.61,Rainbow,10/10/2022
13247,129,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,10/13/2022
13247,129,Salvador (BH),Recife (PE),firstClass,1440.25,2.05,788.55,Rainbow,10/15/2022
13248,129,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,10/20/2022
13248,129,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,10/23/2022
13249,129,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,10/27/2022
13249,129,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,10/31/2022
13250,129,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,11/03/2022
13250,129,Rio de Janeiro (RJ),Recife (PE),premium,1306.26,2.3,885.57,Rainbow,11/05/2022
13251,129,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,11/10/2022
13251,129,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,11/13/2022
13252,129,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,11/17/2022
13252,129,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,11/18/2022
13253,129,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,11/24/2022
13253,129,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,11/28/2022
13254,129,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,12/01/2022
13254,129,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,12/05/2022
13255,129,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,12/08/2022
13255,129,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,12/10/2022
13256,129,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,12/15/2022
13256,129,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,12/18/2022
13257,129,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,12/22/2022
13257,129,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,12/24/2022
13258,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,12/29/2022
13258,129,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,12/31/2022
13259,129,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,01/05/2023
13259,129,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,01/06/2023
13260,129,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,01/12/2023
13260,129,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,01/13/2023
13261,129,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,01/19/2023
13261,129,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,01/20/2023
13262,129,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,01/26/2023
13262,129,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,01/27/2023
13263,129,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,02/02/2023
13263,129,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,02/03/2023
13264,129,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,02/09/2023
13264,129,Salvador (BH),Aracaju (SE),premium,1247.02,2.16,830.86,Rainbow,02/13/2023
13265,129,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,02/16/2023
13265,129,Salvador (BH),Aracaju (SE),economic,811.73,2.16,830.86,CloudFy,02/19/2023
13266,129,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,02/23/2023
13266,129,Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,0.48,183.37,CloudFy,02/25/2023
13267,129,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,03/02/2023
13267,129,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,03/06/2023
13268,129,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,03/09/2023
13268,129,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,03/13/2023
13269,129,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,03/16/2023
13269,129,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,03/18/2023
13270,129,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,03/23/2023
13270,129,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,03/24/2023
13271,130,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,09/26/2019
13271,130,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,09/29/2019
13272,130,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,10/03/2019
13272,130,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,10/04/2019
13273,130,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,10/10/2019
13273,130,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,10/12/2019
13274,130,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,10/17/2019
13274,130,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,10/21/2019
13275,130,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,10/24/2019
13275,130,Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,0.48,183.37,Rainbow,10/26/2019
13276,130,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,10/31/2019
13276,130,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,11/01/2019
13277,131,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,09/26/2019
13277,131,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,09/28/2019
13278,131,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,10/03/2019
13278,131,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,10/04/2019
13279,131,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,10/10/2019
13279,131,Rio de Janeiro (RJ),Recife (PE),premium,1306.26,2.3,885.57,Rainbow,10/13/2019
13280,131,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,10/17/2019
13280,131,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,10/18/2019
13281,131,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,10/24/2019
13281,131,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,10/27/2019
13282,131,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,10/31/2019
13282,131,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,11/04/2019
13283,131,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,11/07/2019
13283,131,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,11/09/2019
13284,131,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,11/14/2019
13284,131,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,11/16/2019
13285,131,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,11/21/2019
13285,131,Salvador (BH),Aracaju (SE),premium,1209.04,2.16,830.86,CloudFy,11/25/2019
13286,131,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,11/28/2019
13286,131,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,12/01/2019
13287,131,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,12/05/2019
13287,131,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,12/07/2019
13288,131,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,12/12/2019
13288,131,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,12/13/2019
13289,131,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,12/19/2019
13289,131,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,12/20/2019
13290,131,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,12/26/2019
13290,131,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,12/29/2019
13291,131,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,01/02/2020
13291,131,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,01/05/2020
13292,131,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,01/09/2020
